"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"Pop_AgeGroups","0602364","Apple Valley","5201","20843","19925","13603","12344","3071","2705","2112","2351","1864","2099","5201","5076","4842","5664","5261","3955","4525","3569","4098","3778","4469","4837","4297","3951","3236","5157"
"Pop_AgeGroups","0633182","Hemet","5202","23785","22625","13709","18283","3128","2881","2914","2423","2340","1829","5202","6537","6450","5739","5059","5033","4798","4629","3880","4285","4666","4044","4999","5211","3900","9172"
"Pop_AgeGroups","0666000","San Diego","87189","359880","539324","237651","166922","41432","57813","67823","57663","47870","44554","87189","77438","75078","84132","123232","141546","122269","97828","91531","86150","87120","79269","71262","55618","39435","71869"
"Pop_AgeGroups","0621712","El Cajon","7909","28660","35640","18921","12184","3055","3278","4500","3397","3178","3021","7909","7719","6763","6449","7729","9517","7277","6519","6129","6198","7051","6538","5332","3785","2716","5683"
"Pop_AgeGroups","0613392","Chula Vista","17706","77487","93318","44050","31540","9862","8929","9087","9398","9262","9591","17706","19025","19248","19823","19391","19253","19111","17798","18877","18279","16450","14672","12928","9877","7476","14187"
"Pop_AgeGroups","0681344","Upland","4810","19724","25067","15421","11133","2267","3188","2406","2578","2386","2604","4810","4663","4715","4410","5936","5288","5348","4319","4753","5359","5292","5518","4611","3921","2484","4728"
"Pop_AgeGroups","0653896","Ontario","12070","54237","62893","27115","14726","6621","6971","7573","6373","6274","6231","12070","12784","13470","13277","14706","13910","13109","12072","12547","11255","10616","9097","7402","5495","3879","5352"
"Pop_AgeGroups","0613210","Chino","5213","20913","34477","16260","8746","2063","2424","2865","2612","3181","2314","5213","4796","5005","5169","5943","7645","6508","7700","5878","6746","6623","5473","4164","3543","2215","2988"
"Pop_AgeGroups","0648256","Mission Viejo","4660","22351","29086","22541","17897","2930","2393","2019","2634","2543","3175","4660","4988","5371","6359","5633","4947","4933","5188","6450","7568","8582","7956","6003","5597","4256","8044"
"Pop_AgeGroups","0639496","Lake Forest","4721","20254","29201","17469","10167","2518","2656","2550","2659","2565","3004","4721","4422","5639","4961","5232","6209","5514","5054","5756","6668","7159","5450","4860","3951","2275","3941"
"Pop_AgeGroups","0616350","Corona","10747","47373","60209","29469","15787","5493","6388","6050","5969","5786","5966","10747","10945","12336","12057","12035","12684","11694","11104","11794","12933","11783","9968","7718","5709","3918","6160"
"Pop_AgeGroups","0646842","Menifee","5804","22607","26792","15349","16268","3082","2557","3263","2559","2661","2360","5804","5326","5590","6475","5216","6286","5564","4997","5085","4860","4995","5268","5086","4580","3510","8178"
"Pop_AgeGroups","0656700","Perris","6037","28326","26318","9776","4554","3401","2798","2788","2717","2610","2573","6037","6642","7256","7138","7290","5947","5386","4724","5014","5247","4401","3378","1997","1746","1194","1614"
"Pop_AgeGroups","0650076","Murrieta","7893","34997","36097","18338","12718","4321","4133","2987","3913","3593","4361","7893","8199","9762","8987","8049","6455","7376","6644","8032","7590","7122","6572","4644","3632","2965","6121"
"Pop_AgeGroups","0665000","San Bernardino","18269","73982","70885","33519","18597","8901","10647","8610","7556","7391","6256","18269","18880","16773","18011","20318","17091","15262","14435","12350","11747","11897","12432","9190","6364","4919","7314"
"Pop_AgeGroups","0660466","Rialto","8028","34696","35511","15878","8595","4203","4541","4455","3404","3488","3337","8028","7828","8468","8988","9412","8644","7020","6641","6652","6554","6072","5356","4450","2971","2051","3573"
"Pop_AgeGroups","0659962","Redlands","5190","19755","23027","12514","10279","2806","3099","2396","2547","2205","2160","5190","4450","4447","5115","5743","5587","4825","4093","4078","4444","3515","4477","4522","3380","2299","4600"
"Pop_AgeGroups","0659451","Rancho Cucamonga","10807","49025","61976","34734","18031","6031","5860","6250","5869","5990","6379","10807","10580","12565","12716","13164","13809","12203","11483","12515","11966","13426","11551","9757","7799","4191","6041"
"Pop_AgeGroups","0624680","Fontana","14728","70685","75981","30782","14910","8354","8539","8271","8047","7588","7486","14728","16881","18442","17473","17889","15931","16659","14598","14474","14319","12557","10625","7600","5932","3569","5409"
"Pop_AgeGroups","0662000","Riverside","21326","105129","111160","51741","32214","14044","16521","13389","11118","9415","10284","21326","21659","21906","28388","33176","27459","23289","19551","20127","20734","19730","17117","14894","10575","7510","14129"
"Pop_AgeGroups","0649270","Moreno Valley","15436","68547","71738","31700","16270","9051","9236","8488","7280","7251","6872","15436","16552","16548","17482","17965","16937","14913","14081","13311","12496","12062","10813","8825","6867","3954","5449"
"Pop_AgeGroups","0682996","Vista","6697","29271","37208","16678","9642","3205","3836","3765","3998","3632","2709","6697","7219","6378","6731","8943","8994","8132","7544","5661","6877","6692","5587","4399","3379","1937","4326"
"Pop_AgeGroups","0668196","San Marcos","6408","27467","33911","14526","11181","2982","2816","3251","3364","4134","3449","6408","7900","6860","6168","6539","6057","6737","7448","7411","6258","5456","4959","4111","3896","2649","4636"
"Pop_AgeGroups","0653322","Oceanside","11105","44065","59533","33647","26461","5396","5882","5996","6391","6167","5493","11105","9931","10408","10675","13051","13289","12914","12008","10799","10523","11167","12095","10385","8337","6466","11658"
"Pop_AgeGroups","0611194","Carlsbad","6776","26929","37306","24054","18082","2925","2383","2847","2974","3665","4655","6776","7331","7953","6509","5136","5933","5563","7038","9085","9687","8939","7841","7274","5434","4501","8147"
"Pop_AgeGroups","0678120","Temecula","7175","34383","37698","20036","11430","5203","3449","3440","3946","3734","4281","7175","7851","9597","9837","7098","6449","7585","7049","8111","8504","8953","6384","4699","4376","2955","4099"
"Pop_AgeGroups","0622804","Escondido","12143","42260","54672","25313","16395","5434","5166","6653","5382","5242","4744","12143","9793","9716","10998","11753","13725","11564","10236","9446","9701","9418","8448","7447","5182","3785","7428"
"Pop_AgeGroups","0636448","Indio","6083","23704","28714","13944","14422","2801","2375","2592","3662","2969","2835","6083","6407","6487","5592","5218","5567","6419","5917","5544","5267","4746","4684","4514","4580","4035","5807"
"Pop_AgeGroups","0665042","San Buenaventura (Ventura)","7543","26441","35872","23129","17168","2662","3773","4234","3579","3345","3379","7543","6736","6271","5891","7543","8158","7563","6926","6557","6668","8058","7840","7231","5649","3614","7905"
"Pop_AgeGroups","0669088","Santa Clarita","13285","59867","70427","42556","23354","7439","6352","6783","6862","7283","6775","13285","14972","15567","15676","13652","13599","12851","13718","14147","16112","16754","14481","11321","8240","5365","9749"
"Pop_AgeGroups","0678582","Thousand Oaks","6249","32832","37937","28765","23126","4595","3682","2876","3378","3335","4153","6249","7572","8408","9536","7316","6656","6430","6914","8038","9899","10769","9672","8324","7120","5849","10157"
"Pop_AgeGroups","0672016","Simi Valley","6801","32437","42319","27466","17523","4042","3758","3819","3801","4368","4678","6801","7070","9012","8362","7993","7738","7645","8149","9053","9734","10440","9174","7852","6172","4543","6808"
"Pop_AgeGroups","0654652","Oxnard","15840","65225","74273","31772","19622","7213","8414","7712","7744","7524","6479","15840","16570","16214","14766","17675","16306","16216","15286","13087","13378","11969","11248","8555","6422","5018","8182"
"Pop_AgeGroups","0670000","Santa Monica","4344","15243","39993","17084","15831","1767","2252","4656","4697","3433","3225","4344","3522","3261","3450","5010","9679","9210","7208","7176","6720","5963","5917","5204","5062","3514","7255"
"Pop_AgeGroups","0669196","Santa Maria","10382","35062","34946","14086","10315","4095","4888","3733","3589","3120","3261","10382","9050","8568","7931","9513","7869","7710","6991","6489","5887","5345","4842","3899","3156","2218","4941"
"Pop_AgeGroups","0614218","Clovis","7332","31327","34824","17968","12960","3408","3962","3425","4037","3560","3480","7332","8349","7979","7277","7722","6760","7738","6789","6626","6911","6777","6064","5127","4437","3187","5336"
"Pop_AgeGroups","0682954","Visalia","11731","40209","42326","20840","14941","4747","4599","5036","4871","4016","4227","11731","10594","11040","9786","8789","9464","8971","8388","8378","7125","7651","6552","6637","5415","3521","6005"
"Pop_AgeGroups","0627000","Fresno","45329","164789","175194","79513","54212","19448","21725","22336","18981","16909","14424","45329","42499","40022","38600","43668","45571","38309","34275","28652","28387","29228","26202","24083","18334","12899","22979"
"Pop_AgeGroups","0669070","Santa Barbara","4700","23394","30640","16582","16127","2534","4239","3587","3021","2857","2523","4700","4253","4211","5270","9660","7709","6642","5715","5449","5125","5747","5272","5563","5102","3113","7912"
"Pop_AgeGroups","0603526","Bakersfield","32088","120906","126832","57768","35086","14026","15599","15031","13525","12634","11208","32088","32074","29579","29173","30080","30307","27711","25319","22249","21246","20654","19458","17656","12519","8314","14253"
"Pop_AgeGroups","0655156","Palmdale","13396","51435","50656","28661","13210","6319","5363","5839","4932","4734","5581","13396","13880","13312","12993","11250","11212","9615","9158","10193","10478","11808","9817","7036","4821","3114","5275"
"Pop_AgeGroups","0640130","Lancaster","12292","49490","55007","27865","15459","6380","5322","6468","5337","5111","5726","12292","13134","12522","12870","10964","13061","10711","10178","10822","10235","10108","9981","7776","5870","3870","5719"
"Pop_AgeGroups","0644574","Lynwood","5854","23847","26666","10043","4940","2681","3392","3690","3097","2868","2511","5854","5689","5736","6080","6342","6727","5911","4992","4777","4259","3920","3585","2538","1901","1100","1939"
"Pop_AgeGroups","0644000","Los Angeles","243819","1020431","1537294","685394","462838","124354","157943","176143","159658","143698","137199","243819","231593","224732","249239","314867","362547","333959","296066","275732","268990","254541","231525","199328","150879","107065","204894"
"Pop_AgeGroups","0636546","Inglewood","8309","30017","39987","19971","12722","3560","3894","4654","4472","3533","4693","8309","8139","6741","7004","8133","9230","8621","6885","8214","7037","7345","6575","6051","4655","3062","5005"
"Pop_AgeGroups","0630000","Glendale","10501","40579","72930","42841","32899","4623","5851","8279","7691","7425","6658","10501","9621","9715","9818","11425","16483","15450","13660","13302","14035","14529","14646","13666","9385","7705","15809"
"Pop_AgeGroups","0608954","Burbank","6010","22120","39989","20863","15783","2886","3020","4230","4107","4372","3465","6010","5329","5194","5716","5881","8275","8639","8243","7147","7685","7944","7367","5552","4656","4095","7032"
"Pop_AgeGroups","0656000","Pasadena","9009","29248","55625","25428","21921","3412","4546","6777","6811","5292","4607","9009","6734","6305","6890","9319","13162","12717","10729","9763","9254","8952","8743","7733","6552","5159","10210"
"Pop_AgeGroups","0684550","Westminster","4023","22378","31524","18234","15626","2894","2882","2970","2737","2689","3140","4023","4866","5818","5952","5742","6316","5734","5120","6895","7459","6541","6014","5679","4359","3675","7592"
"Pop_AgeGroups","0636000","Huntington Beach","9677","45013","69708","42249","33768","5114","5831","6964","6317","6129","7042","9677","10094","11977","11266","11676","14667","13168","12361","14121","15391","16073","13964","12212","11579","7960","14229"
"Pop_AgeGroups","0608786","Buena Park","5536","22263","29559","15608","10054","2377","3178","2955","3023","3046","2858","5536","5187","5044","5445","6587","6356","6126","6031","5432","5614","5787","5555","4266","3497","2342","4215"
"Pop_AgeGroups","0652526","Norwalk","7337","31056","37222","18662","12127","3712","4214","3590","3349","4115","3556","7337","6507","7838","7725","8986","7679","7223","7819","6820","7681","6974","6244","5444","4286","2855","4986"
"Pop_AgeGroups","0643000","Long Beach","32966","128306","176045","82797","50375","16443","18843","20619","18973","16135","17113","32966","30107","28990","31752","37457","41240","37833","31897","33077","31998","31513","26893","24391","18982","12065","19328"
"Pop_AgeGroups","0639892","Lakewood","5117","20480","28617","16350","10542","2479","2809","2704","2732","3302","2881","5117","4074","5241","5594","5571","5554","5344","6100","5606","6013","5896","5537","4917","3720","2430","4392"
"Pop_AgeGroups","0604982","Bellflower","5490","23380","27146","13381","8455","2708","3726","2974","2810","2466","2509","5490","5342","5530","6281","6227","5658","5390","5436","5251","5411","5090","4580","3711","2970","2119","3366"
"Pop_AgeGroups","0680000","Torrance","8372","33744","48869","31957","24248","4253","3901","4827","4247","5020","5283","8372","8522","8035","8302","8885","8778","9277","9928","9691","11195","12209","11442","8306","7187","5065","11996"
"Pop_AgeGroups","0660018","Redondo Beach","4293","13803","27318","14358","8178","1455","1318","1834","2955","2526","3256","4293","4552","3593","3076","2582","4613","5705","5336","6186","5478","5479","4917","3962","2812","2102","3264"
"Pop_AgeGroups","0632548","Hawthorne","7050","24275","34468","13795","7837","2582","3197","4408","3600","3449","3158","7050","6313","6008","5412","6542","7742","7497","6862","6306","6061","5567","4682","3546","2564","2214","3059"
"Pop_AgeGroups","0615044","Compton","7368","33669","33157","15096","8557","4124","4279","3519","3143","3303","3316","7368","8046","8320","8536","8767","7151","6755","6351","6328","6572","6267","4888","3941","2719","1980","3858"
"Pop_AgeGroups","0611530","Carson","5272","24491","30459","17933","14772","3082","3767","3369","3104","2764","2870","5272","5193","5518","6200","7580","6902","5834","5855","5289","6579","6425","6164","5344","4504","3337","6931"
"Pop_AgeGroups","0685292","Whittier","5352","24475","29844","15424","11757","3117","3322","2973","2819","3021","3195","5352","5945","5586","6514","6430","6116","5514","5601","6656","5957","5736","5250","4438","3851","2446","5460"
"Pop_AgeGroups","0673080","South Gate","6356","30964","34091","15356","8653","3601","4262","3851","3460","3514","3232","6356","7520","7602","7550","8292","7997","7022","6803","6590","5679","5967","4743","4646","3032","2386","3235"
"Pop_AgeGroups","0622230","El Monte","6729","33114","40736","20750","14629","3859","4161","4123","3908","3764","4166","6729","7704","8248","7985","9177","9183","8268","7358","8108","7819","7179","7538","6033","4995","3260","6374"
"Pop_AgeGroups","0619766","Downey","7450","32598","41213","19486","12611","3796","4275","4887","4524","3594","4310","7450","6645","8634","8145","9174","9229","8158","7701","8375","7750","6800","6785","5901","4286","3048","5277"
"Pop_AgeGroups","0600884","Alhambra","4285","18438","30575","17646","14224","1960","2828","3166","2962","2878","3444","4285","3892","3930","4457","6159","7032","6066","5355","6526","5596","6662","6197","4787","4397","3207","6620"
"Pop_AgeGroups","0613214","Chino Hills","4339","21658","27255","16720","8053","2902","2763","2296","2388","2659","3395","4339","4883","5901","5331","5543","5162","4484","5184","5982","6443","6220","5929","4571","2937","1899","3217"
"Pop_AgeGroups","0684200","West Covina","6310","28030","36885","21297","15264","2975","3684","4040","4262","3428","3555","6310","6405","7110","6627","7888","8092","7901","6717","7043","7132","7073","7813","6411","5167","3305","6792"
"Pop_AgeGroups","0658072","Pomona","11577","48563","52723","25141","14362","6186","7743","5679","5026","5683","5025","11577","10448","10967","12471","14677","12239","10380","10766","10035","9303","9583","8223","7335","4718","3153","6491"
"Pop_AgeGroups","0603666","Baldwin Park","4935","22295","27664","13165","8513","2581","2873","3538","2402","2212","2640","4935","5064","5517","5517","6197","6992","5137","4982","5281","5272","5203","4382","3580","3378","2049","3086"
"Pop_AgeGroups","0680854","Tustin","5881","21321","31071","13739","7995","2521","2388","3450","3341","2968","3397","5881","5089","5999","5111","5122","6756","6480","5876","6477","5482","5223","4408","4108","2402","2031","3562"
"Pop_AgeGroups","0669000","Santa Ana","25555","105725","124826","51259","27128","12092","14495","13930","12509","11551","11112","25555","26114","25472","24162","29977","29423","26858","24031","22872","21642","20332","17596","13331","9344","6518","11266"
"Pop_AgeGroups","0653980","Orange","8654","39317","50955","25012","16351","5558","5993","5262","4780","4669","4763","8654","7714","9029","11075","11499","11315","10429","9269","9544","10398","9292","8734","6986","5509","3674","7168"
"Pop_AgeGroups","0651182","Newport Beach","3459","17617","26040","20814","18863","2106","1956","2900","2437","2539","2607","3459","3964","5338","3768","4547","5778","4902","4608","5121","5631","7787","7132","5895","6053","4681","8129"
"Pop_AgeGroups","0636770","Irvine","15754","75059","98195","42326","25543","10763","11366","9692","10166","10461","9966","15754","15943","16096","20724","22296","19676","20376","19588","19369","19186","17248","14033","11045","9388","6089","10066"
"Pop_AgeGroups","0629000","Garden Grove","9453","47691","60341","34230","23097","5523","6558","6049","5389","5342","7052","9453","11501","10959","12227","13004","12733","11058","10950","13246","12354","12952","11689","9589","7585","5620","9892"
"Pop_AgeGroups","0628000","Fullerton","8664","40085","48756","24741","17730","5264","6337","5915","4500","4611","4401","8664","7865","8590","10417","13213","12158","9129","8851","8940","9678","9275","8722","6744","5022","3922","8786"
"Pop_AgeGroups","0616532","Costa Mesa","6620","27509","47784","19196","11821","2797","3959","6137","5326","4290","3337","6620","5983","6764","6271","8491","11702","11778","8927","7609","7768","7413","6848","4935","3661","3051","5109"
"Pop_AgeGroups","0602000","Anaheim","23679","99839","128114","59520","37855","12507","13282","15286","12272","12092","11758","23679","23432","24060","24883","27464","30104","25945","24269","23395","24401","22546","20377","16597","12488","9404","15963"
"Pop_AgeGroups","0648354","Modesto","14802","59454","68304","39137","28469","6983","7911","7655","7319","6776","6235","14802","15207","14601","14137","15509","16011","14097","13079","12688","12429","13647","13873","11617","9481","7213","11775"
"Pop_AgeGroups","0680812","Turlock","4508","21645","23928","12265","9560","3017","2894","2802","2271","2415","2282","4508","5169","5115","5969","5392","5791","4596","4638","4704","4199","4797","3936","3532","3127","2354","4079"
"Pop_AgeGroups","0646898","Merced","6802","28673","26642","11968","7923","3187","3833","3159","3187","2507","2272","6802","7000","7036","6429","8208","6511","6044","5140","4325","4622","4596","4086","3286","2792","1933","3198"
"Pop_AgeGroups","0624638","Folsom","4518","18475","27577","15926","9401","2026","1591","1633","1789","2546","3082","4518","5275","5601","4342","3257","4087","4627","5308","6660","6895","6722","5087","4117","3112","2432","3857"
"Pop_AgeGroups","0659920","Redding","5353","23902","27241","17644","17096","2902","3309","3200","3145","2641","2231","5353","5749","5511","6040","6602","6624","6146","5311","4325","4835","5889","5766","5989","5593","3741","7762"
"Pop_AgeGroups","0650258","Napa","4704","21022","26984","15166","11846","2729","2401","2517","2849","2664","2563","4704","4680","5891","5149","5302","5122","5693","5361","5207","5601","5247","5144","4775","3888","2661","5297"
"Pop_AgeGroups","0670098","Santa Rosa","10475","42878","60084","33519","27288","4870","4910","6584","6516","5868","5514","10475","11283","10888","10353","10354","13134","13584","11370","11339","10657","11284","11296","10939","9274","6241","11773"
"Pop_AgeGroups","0681666","Vallejo","7801","29411","40223","25449","17715","3700","4309","4898","4386","3790","3508","7801","6598","6452","7341","9020","9906","8130","7992","6621","7574","8145","8520","8784","6239","4617","6859"
"Pop_AgeGroups","0681554","Vacaville","5760","25528","33328","19552","12750","2873","3175","3068","3120","3026","2687","5760","6143","6477","5995","6913","7023","7296","6148","6076","6785","7230","6719","5603","4844","2560","5346"
"Pop_AgeGroups","0623182","Fairfield","7494","32413","39042","20454","13387","3690","4228","4187","3848","3467","3695","7494","8688","7762","7540","8423","8651","8323","7238","7104","7726","7468","6675","6311","4513","3427","5447"
"Pop_AgeGroups","0660620","Richmond","6933","28328","40726","19469","13397","3025","4184","4271","4811","3588","3718","6933","7370","6410","6286","8262","8622","9246","7724","7497","7637","6952","6464","6053","5179","2975","5243"
"Pop_AgeGroups","0606000","Berkeley","4727","40587","40872","17724","16269","6732","10659","5826","4575","3368","3414","4727","3766","4029","13116","19676","12487","9173","6536","6777","5899","5481","6045","6198","6028","4093","6148"
"Pop_AgeGroups","0600562","Alameda","4726","15694","30012","16218","11596","1757","1620","2632","2806","3303","3269","4726","4692","3968","3363","3671","5499","5943","5835","6463","6272","5455","5474","5289","3898","3020","4678"
"Pop_AgeGroups","0667000","San Francisco","39206","141983","396311","158379","128384","15588","26242","49415","46372","34207","29906","39206","31187","28913","30508","51375","101502","97230","74397","62861","60321","56066","51504","50809","41253","27347","59784"
"Pop_AgeGroups","0616000","Concord","8594","28838","46543","25980","18205","2970","3467","4699","4955","4722","4446","8594","8561","6773","6380","7124","10036","10449","9469","8602","7987","9139","9244","7597","6478","4292","7435"
"Pop_AgeGroups","0653000","Oakland","25819","92300","172461","74480","52382","10753","13735","20624","19558","17384","15061","25819","22487","22603","20852","26358","40270","39506","34261","31545","26879","26296","25467","22717","19002","12045","21335"
"Pop_AgeGroups","0668378","San Ramon","4515","22065","27999","13319","7150","2764","1279","1430","2395","3528","3871","4515","6668","7075","5474","2848","2613","4412","6128","7731","7115","5819","4261","3239","2713","1689","2748"
"Pop_AgeGroups","0668252","San Mateo","7043","21768","40675","18291","15723","2416","2376","3609","4556","4184","4122","7043","6488","5236","4936","5108","7682","8892","8697","8090","7314","6715","5920","5656","4450","3427","7846"
"Pop_AgeGroups","0617918","Daly City","4865","23817","38644","21830","17324","2646","4142","4265","3990","3756","3537","4865","4596","5180","5683","8358","9024","8522","8379","6746","5973","7633","7481","6716","5910","3841","7573"
"Pop_AgeGroups","0626000","Fremont","14824","54253","90411","44267","27209","5851","5205","8421","10179","9721","9683","14824","16816","14139","12281","11017","16004","19788","19374","19378","15867","17909","14656","11702","9102","6168","11939"
"Pop_AgeGroups","0649670","Mountain View","5124","16438","36739","13253","8522","1526","1892","3959","4215","3126","3162","5124","4695","4181","3031","4531","8964","9508","6592","6309","5366","5215","4262","3776","2646","2012","3864"
"Pop_AgeGroups","0660102","Redwood City","5778","19093","33955","15219","10323","2096","2199","3135","3554","3067","3061","5778","5602","4607","4296","4588","7018","7303","6804","6322","6508","5931","5056","4232","3348","2709","4266"
"Pop_AgeGroups","0681204","Union City","4420","16303","28349","14044","11238","1833","1923","3452","2875","2505","2640","4420","4027","3671","3904","4701","6812","6247","5037","5112","5141","4834","5134","4076","4109","2762","4367"
"Pop_AgeGroups","0668084","San Leandro","4825","20904","31254","19474","13453","2156","2928","3296","3196","3035","3358","4825","5096","5404","4724","5680","6359","5936","5736","6561","6662","7054","6158","6262","4527","2843","6083"
"Pop_AgeGroups","0633000","Hayward","9738","40608","60401","28493","17677","4724","5747","7303","6670","5676","4993","9738","10194","9245","9434","11735","14704","13533","11231","10026","10907","10326","10330","7837","5815","3969","7893"
"Pop_AgeGroups","0677000","Sunnyvale","11990","30218","67155","24050","18152","2602","3490","7062","8142","6019","4931","11990","9398","7936","5868","7016","15257","16920","13616","11556","9806","9129","8500","6421","5689","4259","8204"
"Pop_AgeGroups","0669084","Santa Clara","8633","31410","52649","18548","13395","4280","4641","5551","5714","4984","4208","8633","7041","6339","8232","9798","12607","12448","10755","8935","7904","7245","6157","5146","4230","3170","5995"
"Pop_AgeGroups","0664224","Salinas","14036","51468","55601","22527","13179","6117","5708","6021","6373","5635","4650","14036","13448","13513","12256","12251","12216","12856","11895","9870","8764","8234","7429","6864","4725","2737","5717"
"Pop_AgeGroups","0675000","Stockton","23382","95109","99408","50675","35784","10922","11987","11657","10568","9705","9660","23382","24001","24378","23144","23586","23746","21293","18669","18345","17355","18383","16839","15453","12296","8909","14579"
"Pop_AgeGroups","0645484","Manteca","5993","21809","25504","13205","8803","2976","2378","2750","2629","2211","2476","5993","5927","5238","5289","5355","5346","5122","4722","4950","5364","4820","4589","3796","3148","1932","3723"
"Pop_AgeGroups","0622020","Elk Grove","10632","49583","56212","30929","18872","6628","5333","4898","5961","5540","7052","10632","12640","13028","13339","10576","9462","11071","10621","12660","12398","11440","10792","8697","6237","4582","8053"
"Pop_AgeGroups","0680238","Tracy","5619","28907","30606","15282","7199","3814","3019","2308","2942","3398","3055","5619","6533","8226","7776","6372","5098","5725","6697","6070","7016","6222","5198","3862","2661","1908","2630"
"Pop_AgeGroups","0662938","Roseville","8171","34749","43929","23283","20573","5013","3754","3370","4492","4755","4716","8171","8930","8851","9326","7642","7327","8766","9395","8890","9551","8290","8389","6604","6108","4794","9671"
"Pop_AgeGroups","0664000","Sacramento","33455","130047","181623","84729","59796","14714","17657","22330","21568","17008","15386","33455","33831","30070","29738","36408","45056","42365","33759","31189","29254","28754","28941","27034","21200","13553","25043"
"Pop_AgeGroups","0613588","Citrus Heights","5176","20451","29931","17775","13285","2245","2982","3774","3360","2664","2407","5176","5028","4669","4739","6015","7787","6848","5576","4690","5030","6776","5787","5212","4778","3004","5503"
"Pop_AgeGroups","0647766","Milpitas","4734","17590","30361","13885","8928","2107","2065","3154","3485","2808","2920","4734","4670","4504","3947","4469","6218","7289","5753","5698","5403","5088","5166","3631","2961","2077","3890"
"Pop_AgeGroups","0657792","Pleasanton","3508","21610","25579","17676","10968","2957","1213","1571","2078","2617","3393","3508","5523","7021","6048","3018","3308","3714","4571","6553","7433","7140","6048","4488","3271","2983","4714"
"Pop_AgeGroups","0602252","Antioch","6989","32948","36415","21762","11912","4191","4195","3953","3319","3527","3941","6989","7757","8230","8773","8188","7670","7117","7036","7132","7460","8310","7196","6256","4675","2651","4586"
"Pop_AgeGroups","0668000","San Jose","65909","262241","384775","188777","121329","29509","32839","37355","38769","36902","36599","65909","65845","65559","61004","69833","80208","80807","75891","75403","72466","70984","64109","53684","40209","29769","51351"
"Pop_AgeGroups","0641992","Livermore","6046","21170","29967","19949","11100","2511","2077","2475","3410","2682","3066","6046","5211","6447","5016","4496","5465","6397","5281","6041","6783","7601","7184","5164","3681","2812","4607"
"Pop_AgeGroups","0613014","Chico","5059","33168","28110","13101","11222","4103","7897","3499","2880","2729","2095","5059","4658","4467","8485","15558","7262","5868","5337","4854","4789","4514","4508","4079","3842","2424","4956"
"Pop_AgeGroups","0843000","Lakewood","7792","35700","52886","30915","24118","4073","5598","5952","5368","5006","4144","7792","7944","8293","8486","10977","13136","11536","10231","8547","9436","10094","10892","9929","7947","5897","10274"
"Pop_AgeGroups","0812815","Centennial","6136","26732","35028","24704","15848","3187","2148","2935","3154","3160","4150","6136","6756","7840","7104","5032","6076","6619","6493","7921","7919","8059","8725","7920","5838","4240","5770"
"Pop_AgeGroups","0816000","Colorado Springs","29952","125997","154734","82049","57268","14751","17160","18147","16581","14367","13209","29952","29796","28992","30207","37002","37715","34077","29963","26544","26435","29823","27627","24599","20371","13538","23359"
"Pop_AgeGroups","0820000","Denver","43686","151653","299635","107534","75959","16132","22032","38640","36071","27666","22764","43686","40896","35508","32240","43009","77388","74477","57379","48865","41526","37480","36610","33444","26839","17847","31273"
"Pop_AgeGroups","0846465","Loveland","4038","18002","24113","14784","13188","1808","2388","2357","2811","2349","2128","4038","4667","4828","3997","4510","4783","5224","4819","4649","4638","4700","5046","5038","4041","3535","5612"
"Pop_AgeGroups","0827425","Fort Collins","8549","58328","52791","23330","16152","7193","13190","6784","5357","5022","3992","8549","8619","8304","14151","27254","14891","11473","9999","8899","7529","8212","8313","6805","5476","3759","6917"
"Pop_AgeGroups","0832155","Greeley","6969","34565","32153","15321","11752","5347","5203","3828","2822","3050","2677","6969","7993","6541","9614","10417","7780","6523","6573","5431","5846","5158","5113","5050","3886","2615","5251"
"Pop_AgeGroups","0803455","Arvada","7066","26058","38853","24829","18514","3202","2824","4027","3955","4111","3563","7066","7010","6714","6697","5637","7604","8460","8342","7102","7345","8810","8570","7449","6494","4008","8012"
"Pop_AgeGroups","0845970","Longmont","5771","24945","31624","17253","12137","3150","2843","2797","2885","3265","3135","5771","6779","6453","6195","5518","6121","5655","6583","6283","6982","5869","5832","5552","3971","3273","4893"
"Pop_AgeGroups","0807850","Boulder","3569","42087","34226","15259","11130","5794","9683","4338","3219","3151","2875","3569","4004","3961","11964","22158","9667","7407","6191","5873","5088","5440","4584","5235","3876","2535","4719"
"Pop_AgeGroups","0877290","Thornton","10561","37560","50393","22365","11431","3966","3937","4922","5385","5305","4819","10561","9976","10895","8627","8062","9927","10846","10994","9639","8987","8861","7485","6019","4533","2979","3919"
"Pop_AgeGroups","0883835","Westminster","6956","28312","41370","21783","13474","3163","3375","4375","4467","3932","3953","6956","7214","7517","6458","7123","9132","8722","8007","8079","7430","7617","7455","6711","5067","3327","5080"
"Pop_AgeGroups","0862000","Pueblo","6957","28732","34080","20557","18796","3375","3742","3979","3478","3356","2785","6957","6960","6906","6848","8018","7922","7327","6850","5655","6326","6898","7049","6610","5597","4173","9026"
"Pop_AgeGroups","0804000","Aurora","25761","99612","134050","60468","37432","11278","12374","14412","14876","12260","13128","25761","26722","26324","22268","24298","28309","29556","25488","26804","23893","21762","20204","18502","14325","9292","13815"
